-249,-249
-231,-249
-213,-249
-195,-249
-177,-249
-159,-249
-141,-249
-123,-249
-105,-249
-87,-249
-69,-249
-51,-249
-33,-249
-15,-249
3,-249
21,-249
39,-249
57,-249
75,-249
93,-249
111,-249
129,-249
147,-249
165,-249
183,-249
201,-249
201,-231
201,-213
201,-195
201,-177
201,-159
201,-141
201,-123
201,-105
201,-87
201,-69
201,-51
201,-33
201,-15
201,3
201,21
201,39
201,57
201,75
201,93
201,111
201,129
201,147
201,165
201,183
201,201
183,201
165,201
147,201
129,201
111,201
93,201
75,201
57,201
39,201
21,201
3,201
-15,201
-33,201
-51,201
-69,201
-87,201
-105,201
-123,201
-141,201
-159,201
-177,201
-195,201
-213,201
-231,201
-249,201
-249,183
-249,165
-249,147
-249,129
-249,111
-249,93
-249,75
-249,57
-249,39
-249,21
-249,3
-249,-15
-249,-33
-249,-51
-249,-69
-249,-87
-249,-105
-249,-123
-249,-141
-249,-159
-249,-177
-249,-195
-249,-213
-249,-231
